budgetYear,REG_ONCB,REG_NAME,PROV_ID,PROV_NAME,youth_place,youth_per,Primary_place,Primary_per,heigher_edu_place,heigher_edu_per,action_outSchooll,protectLand,out_schoolAll,company10up_place,company10up_per,companyLess10_place,companyLess10_per,VolunteerLabor,mcAll,mc_D,mc_C,mc_B,mc_A,treatAll,treatT1All,treatT11,treatT12,treatTbtx,treatT2All,treatT2control,treatT2Nocontrol,treatT3All,treatT3doc,treatT3djop,followAll,followType1,followType2,followType3,wanteHelp,getHelp,arrestAll_case,arrestAll_per,arrestTreat_case,arrestTreat_per,arrestOccupy_case,arrestOccupy_per,arrestOccupy4sale_case,arrestOccupy4sale_per,arrestSale_case,arrestSale_per,arrestProduct_case,arrestProduct_per,arrestImport_case,arrestImport_per,arrestExport_case,arrestExport_per,arrestJoincase_cas,arrestJoincase_per,arrest5Main_case,arrest5Main_per,yaba,ice,cannabisDry,heroine,ketamine,cocaine,kratom,assetPer,assetValue,complainAll,complainAll_action,percentActionAll,complain_area,complain_area_action,percentActionArea,complain_per,complain_per_action,percentActionPerson
2561,06,ปปส.ภาค 6,65,พิษณุโลก,650,47019,418,47899,214,53872,0,0,0,254,8295,63,223,93,1088,96,81,179,732,2739,1459,947,512,0,465,134,331,815,714,101,1992,1140,94,758,33,1,2457,2935,1088,1206,482,530,428,546,432,569,20,33,0,0,0,0,6,50,880,880,1055880,0.99526,2.06192,0.0,0.04143,0.0,0,22,23.97,108,108,100,3,3,100,105,105,100
2561,06,ปปส.ภาค 6,66,พิจิตร,473,27716,299,33084,134,36042,0,0,0,141,4809,70,249,119,934,36,36,133,729,986,636,248,388,0,120,35,85,230,207,23,929,683,44,202,27,0,2159,2405,1087,1179,387,410,451,528,211,260,18,19,0,0,0,0,3,7,680,680,859748,1.08179,0.59757,0.0,0.0,0.0,0,28,4.7,137,137,100,16,16,100,121,121,100
2561,06,ปปส.ภาค 6,67,เพชรบูรณ์,790,54898,536,54590,248,74233,0,0,0,194,20284,59,181,117,1366,135,34,182,1015,2634,2240,1167,1073,0,163,91,72,231,231,0,2242,1998,76,168,15,7,3540,3837,1725,1762,770,822,709,832,304,383,26,26,0,0,0,0,5,11,1039,1039,378509,1.08193,1.42173,0.0,0.0,0.0,0,23,3.89,222,222,100,12,12,100,210,210,100
2561,06,ปปส.ภาค 6,61,อุทัยธานี,378,17135,223,22553,82,27545,0,0,0,62,3048,53,179,70,632,7,7,19,599,695,472,289,183,0,30,11,19,193,193,0,539,507,32,0,18,0,946,1018,469,475,161,172,211,246,100,120,4,4,0,0,0,0,1,1,315,315,30988,0.26111,0.05084,0.0,0.002,0.0,0,14,1.9,44,44,100,1,1,100,43,43,100
2561,06,ปปส.ภาค 6,60,นครสวรรค์,645,33696,542,43954,157,42570,0,0,0,287,13994,81,134,130,1292,9,81,266,936,2267,1524,297,1227,0,174,86,88,569,293,276,3008,1932,73,1003,93,1,2483,2693,638,652,902,945,760,873,173,213,10,10,0,0,0,0,0,0,943,943,352696,5.74182,0.22466,0.0,0.0011799999999999998,0.0,0,29,4.12,269,269,100,20,20,100,249,249,100
2561,06,ปปส.ภาค 6,63,ตาก,459,21364,246,40439,120,46329,0,0,0,181,11455,45,136,63,598,8,10,105,475,2161,1449,1049,400,0,288,145,143,424,424,0,1702,1138,205,359,22,13,2621,2747,1866,1888,392,423,176,209,170,207,14,15,2,3,0,0,1,2,362,362,104640,3.10067,7.45529,0.0,0.00058,0.0,0,18,3.13,48,48,100,4,4,100,44,44,100
2561,07,ปปส.ภาค 7,76,เพชรบุรี,312,15695,212,19310,51,11132,0,0,0,221,24605,41,191,93,694,16,47,206,425,1596,784,91,693,0,812,362,450,0,0,0,1413,1036,271,106,23,3,2321,2641,1146,1244,609,665,379,480,174,229,10,18,0,0,0,0,3,5,563,563,262723,0.80134,7.41647,0.0,0.03015,0.0,0,13,5.71,105,105,100,13,13,100,92,92,100
2561,07,ปปส.ภาค 7,77,ประจวบคีรีขันธ์,371,37786,261,37363,95,37836,0,0,0,212,14617,59,303,48,481,1,24,90,366,1521,708,123,585,0,619,230,389,194,194,0,1149,856,293,0,5,0,2562,2768,818,828,701,736,576,647,374,433,83,104,1,1,0,0,4,11,1034,1034,299832,6.04911,3.0110799999999998,0.00239,0.0034300000000000003,0.0,0,11,2.26,175,175,100,17,17,100,158,158,100
2561,08,ปปส.ภาค 8,86,ชุมพร,265,18507,233,28469,95,32775,0,0,0,136,5738,48,226,70,527,2,6,29,490,1448,846,551,295,0,347,104,243,255,252,3,1112,863,63,186,110,5,4400,4764,707,731,2602,2712,955,1162,46,51,82,91,0,0,0,0,4,13,1083,1083,1568174,74.93284,836.15038,10.4,0.0,0.0,0,40,17.09,132,132,100,24,24,100,108,108,100
2561,08,ปปส.ภาค 8,85,ระนอง,93,6238,83,10486,36,11804,0,0,0,156,5041,60,211,30,197,4,10,56,127,492,212,97,115,0,113,19,94,167,163,4,363,308,41,14,30,2,2259,2374,261,264,1366,1392,462,527,31,33,135,149,2,2,0,0,2,7,630,630,117551,2.2451,2.06008,0.0,0.0033,0.0,0,2,0.7,18,18,100,3,3,100,15,15,100
2561,08,ปปส.ภาค 8,84,สุราษฎร์ธานี,738,57529,502,79637,182,73713,0,0,0,223,12930,96,339,131,1202,23,107,481,591,3136,2048,1134,914,0,561,196,365,527,467,60,2786,2149,198,439,41,14,10741,11912,2469,2488,5312,5726,1743,2174,116,141,1095,1368,0,0,0,0,5,14,2954,2954,2272172,30.01879,55.04518,2.18251,0.05045,0.28787,0,48,28.71,242,242,100,45,45,100,197,197,100
2561,08,ปปส.ภาค 8,82,พังงา,207,18522,152,17733,52,15182,0,0,0,168,5282,43,165,45,340,26,30,81,203,671,471,266,205,0,52,16,36,148,148,0,759,549,26,184,24,1,2291,2752,608,772,1097,1219,347,456,47,67,192,230,0,0,0,0,0,8,586,586,371460,1.21382,5.376189999999999,0.0,0.0032400000000000003,0.0,0,10,6.34,73,73,100,6,6,100,67,67,100
2561,08,ปปส.ภาค 8,83,ภูเก็ต,79,14615,43,22828,24,23640,0,0,0,204,18309,15,70,17,110,1,6,47,56,1334,951,406,545,0,78,28,50,305,228,77,1160,822,22,316,4,2,6756,7705,806,815,4365,4866,959,1159,141,169,483,692,0,0,0,0,1,3,1583,1583,333194,9.62259,23.26572,0.41619,0.00065,0.05953,0,22,6.33,139,139,100,29,29,100,110,110,100
2561,08,ปปส.ภาค 8,81,กระบี่,183,8652,204,30010,58,22474,0,0,0,163,7787,40,204,53,402,17,31,136,218,1163,1009,377,632,0,52,22,30,102,102,0,1548,1502,22,24,8,1,3998,4478,250,253,2626,2788,884,1143,62,78,174,210,0,0,0,0,1,5,1120,1120,1733783,8.83406,28.60123,0.0,0.00197,0.0,0,25,7.54,140,140,100,14,14,100,126,126,100
2561,08,ปปส.ภาค 8,80,นครศรีธรรมราช,1160,76672,779,103619,305,128617,0,0,0,171,11000,96,326,169,1651,65,119,595,872,3308,2150,551,1599,0,640,103,537,518,486,32,3427,2249,375,803,403,0,11632,12407,4563,4638,3941,4132,1700,1994,40,46,1383,1577,0,0,0,0,3,15,3123,3123,1014906,345.7672,515.37263,0.0,0.0,0.0,0,36,13.22,346,346,100,38,38,100,308,308,100
2561,09,ปปส.ภาค 9,92,ตรัง,406,32440,309,44539,107,43133,0,0,0,168,7539,51,219,87,761,96,81,163,421,1428,1130,511,619,0,63,35,28,235,170,65,1685,1441,22,222,187,240,3549,3968,1376,1399,1098,1220,653,825,58,70,350,433,0,0,0,0,13,20,1061,1061,1830387,12.64119,6.2680299999999995,0.0,0.00091,0.0,0,45,11.76,121,121,100,16,16,100,105,105,100
2561,09,ปปส.ภาค 9,91,สตูล,223,31731,189,24323,74,25673,0,0,0,101,2483,35,105,36,298,0,18,150,130,886,246,101,145,0,433,151,282,207,150,57,969,383,364,222,21,2,3535,3838,1546,1580,1433,1543,361,445,21,28,138,203,34,36,0,0,1,1,554,554,299502,374.14661,450.73277,0.00229,0.0,0.0,0,20,2.99,31,31,100,2,2,100,29,29,100
2561,09,ปปส.ภาค 9,90,สงขลา,764,64511,568,100025,195,91466,0,0,0,372,23010,155,521,127,1076,82,53,240,701,9303,5879,2793,3086,0,1954,584,1370,1470,1359,111,7140,5593,568,979,583,348,10936,12510,3583,3617,4695,5357,1832,2334,84,109,706,1025,22,25,2,2,12,41,2646,2646,5427729,1305.69392,630.38103,101.19493,0.0147,0.0,0,92,46.24,191,191,100,33,33,100,158,158,100
2561,09,ปปส.ภาค 9,94,ปัตตานี,451,25058,401,71810,154,73985,0,0,0,56,1464,87,320,115,560,48,62,264,186,3053,2168,578,1590,0,646,216,430,239,231,8,3713,3388,146,179,610,394,4125,4609,909,935,2025,2220,808,953,44,51,336,443,0,0,0,0,1,2,1188,1188,410988,448.39058,2.02352,0.15118,0.0,0.0,0,23,9.22,18,18,100,4,4,100,14,14,100
2561,09,ปปส.ภาค 9,95,ยะลา,293,32890,262,53131,101,53586,0,0,0,54,2477,118,426,58,444,42,47,87,268,1792,1259,238,1021,0,258,9,249,275,275,0,1694,1233,98,363,638,21,3623,4203,324,388,2534,2834,585,739,38,50,138,184,2,2,0,0,1,3,763,763,3039868,5.167350000000001,2.09321,0.007019999999999999,0.09526000000000001,0.0,0,20,11.03,19,19,100,4,4,100,15,15,100
2561,09,ปปส.ภาค 9,96,นราธิวาส,385,38973,339,58277,66,19900,0,0,0,51,1269,96,198,177,653,57,74,120,402,1548,1053,258,795,0,455,38,417,40,0,40,1479,1251,197,31,654,61,6197,7051,1865,1990,3082,3463,927,1184,112,132,206,270,1,2,0,0,1,7,1246,1246,1746146,138.79751000000002,10.53638,5.35451,0.0,0.0,0,26,10.56,17,17,100,3,3,100,14,14,100
2561,10,กรุงเทพมหานคร,10,กรุงเทพมหานคร,495,129501,397,111734,169,224151,0,0,0,5638,372636,11221,11221,16,1841,257,66,252,1266,13574,3991,1625,2366,0,8534,3159,5375,1049,1047,2,9806,4866,3071,1869,523,5,33856,36396,16480,17131,10643,11390,5875,6615,623,743,180,401,1,7,1,1,36,88,6680,6680,14873395,329.97468,99.38960999999999,0.28254,110.27619,0.7157600000000001,0,155,151.38,3051,3051,100,897,897,100,2154,2154,100
2561,01,ปปส.ภาค 1,11,สมุทรปราการ,245,102770,210,90376,92,81912,0,0,0,672,131445,34,151,49,313,17,4,75,217,3079,2249,219,2030,0,572,176,396,258,106,152,3828,3600,123,105,3,3,8662,9006,3015,3029,3514,3570,1964,2171,112,134,36,52,0,2,2,15,14,26,2114,2114,1762795,19.84136,18.215619999999998,0.00828,1.88998,0.003,0,27,41.25,602,602,100,157,157,100,445,445,100
2561,01,ปปส.ภาค 1,12,นนทบุรี,258,45375,174,36920,95,128702,0,0,0,381,21164,41,157,52,608,17,20,73,498,3877,2773,870,1903,0,874,149,725,230,172,58,3560,3301,95,164,52,100,4673,4910,1661,1712,1777,1825,1095,1187,113,133,20,41,0,0,0,0,7,12,1228,1228,503602,9.66542,161.82948000000002,0.00028000000000000003,2.48711,0.0,0,16,4.33,596,596,100,159,159,100,437,437,100
2561,01,ปปส.ภาค 1,13,ปทุมธานี,192,23810,213,51060,84,64157,0,0,0,480,40112,32,168,60,538,28,38,193,279,7530,5473,4580,893,0,787,587,200,1270,1196,74,4900,2975,27,1898,20,11,5402,5637,1823,1828,1792,1825,1640,1777,68,74,56,90,0,0,0,0,6,26,1764,1764,507732,6.512560000000001,3.2023200000000003,0.0,0.21319,0.0038900000000000002,0,38,13.25,678,678,100,170,170,100,508,508,100
2561,01,ปปส.ภาค 1,14,พระนครศรีอยุธยา,400,16327,314,43015,126,46468,0,0,0,514,55717,78,300,221,1007,31,63,193,720,2553,1377,876,501,0,724,327,397,452,328,124,1679,1326,199,154,67,5,4133,4430,1123,1138,1452,1523,1376,1545,164,201,6,6,0,0,0,0,8,13,1546,1546,437807,5.07982,18.404709999999998,0.0,0.5032099999999999,0.0,0,45,20.38,411,411,100,59,59,100,352,352,100
2561,01,ปปส.ภาค 1,15,อ่างทอง,195,8699,144,13604,55,18103,0,0,0,107,2906,110,323,73,510,7,36,77,390,1127,713,346,367,0,257,151,106,157,157,0,811,526,94,191,29,3,1319,1400,660,664,317,326,275,327,61,77,4,4,0,0,0,0,1,1,340,340,68256,96.43757000000001,0.6417999999999999,0.0,0.00177,0.0,0,6,1.43,110,110,100,9,9,100,101,101,100
2561,01,ปปส.ภาค 1,16,ลพบุรี,348,22956,341,45360,135,73311,0,0,0,163,5261,57,218,124,1197,39,109,292,757,2224,1081,428,653,0,966,159,807,177,152,25,2613,1811,465,337,34,14,4655,4894,1850,1878,1364,1400,1191,1317,234,282,13,13,0,0,0,0,2,3,1438,1438,2318711,10.8049,182.9402,0.0,1.0287,0.0,0,51,11.5,251,251,100,29,29,100,222,222,100
2561,01,ปปส.ภาค 1,17,สิงห์บุรี,146,6854,115,12106,65,15842,0,0,0,107,10885,59,99,43,373,17,59,102,195,760,456,260,196,0,123,52,71,181,181,0,655,356,25,274,27,1,1027,1094,402,426,224,227,354,390,44,48,1,1,0,0,0,0,0,0,399,399,8941498,600.65399,0.77624,0.0,100.01,0.0,0,12,6.1,84,84,100,13,13,100,71,71,100
2561,01,ปปส.ภาค 1,18,ชัยนาท,276,9590,176,15254,74,19996,0,0,0,60,1052,41,135,53,505,0,16,111,378,670,309,205,104,0,236,157,79,125,125,0,691,345,207,139,10,2,1060,1135,422,425,211,216,265,300,151,180,6,8,0,0,0,0,5,6,422,422,79782,1.30792,0.10789,0.0,0.00198,0.0,0,14,2.08,100,100,100,9,9,100,91,91,100
2561,01,ปปส.ภาค 1,19,สระบุรี,323,13908,270,31853,80,44826,0,0,0,281,25684,201,909,125,1156,41,118,171,826,2200,1466,365,1101,0,378,239,139,356,238,118,2088,1808,54,226,28,21,2840,2929,628,635,1303,1322,861,918,45,50,1,1,0,0,0,0,1,1,907,907,607730,2.22018,0.6229,0.0,0.01068,0.0,0,14,6.39,326,326,100,36,36,100,290,290,100
2561,07,ปปส.ภาค 7,72,สุพรรณบุรี,460,20447,391,43871,111,43988,0,0,0,162,4617,56,233,103,1043,30,51,335,627,2431,953,247,706,0,1210,750,460,268,238,30,2255,1307,636,312,226,1,3661,3834,1552,1561,1068,1094,909,1019,123,150,8,9,0,0,0,0,1,1,1040,1040,161688,1.6625,5.37713,0.0,0.047920000000000004,0.0,0,19,2.39,275,275,100,23,23,100,252,252,100
2561,07,ปปส.ภาค 7,70,ราชบุรี,537,45561,362,50894,110,54918,0,0,0,245,30918,56,195,104,1040,0,72,326,642,3525,805,329,476,0,2426,620,1806,294,209,85,2176,953,925,298,9,10,6389,6504,3847,3862,1360,1390,1076,1135,87,97,13,14,0,0,0,0,2,2,1176,1176,331865,0.8022,0.81257,0.0,0.05082,0.0,0,19,3.21,209,209,100,15,15,100,194,194,100
2561,07,ปปส.ภาค 7,71,กาญจนบุรี,413,34682,354,48194,120,33538,0,0,0,310,19384,67,277,95,1003,0,14,195,794,2501,890,458,432,0,1257,301,956,354,269,85,1425,1047,257,121,74,32,4732,4937,2203,2227,1391,1433,849,946,264,301,17,19,1,1,0,0,5,8,1131,1131,586173,91.05777,10.446530000000001,0.15372999999999998,0.00968,0.0,0,25,10.0,236,236,100,23,23,100,213,213,100
2561,07,ปปส.ภาค 7,73,นครปฐม,346,21459,257,44407,87,56636,0,0,0,486,30577,58,337,106,1050,20,155,461,414,3061,760,171,589,0,1919,913,1006,382,304,78,1713,811,715,187,15,0,4848,5100,2716,2776,920,968,956,1055,230,265,16,23,1,1,0,0,4,5,1203,1203,516283,16.68836,1.65521,0.0,0.14358,0.0,0,16,7.07,296,296,100,56,56,100,240,240,100
2561,07,ปปส.ภาค 7,74,สมุทรสาคร,126,19309,113,28718,47,24535,0,0,0,449,62368,39,141,40,328,0,1,15,312,946,586,140,446,0,221,106,115,139,128,11,839,648,115,76,0,0,2165,2241,396,399,932,945,811,854,20,24,5,5,0,0,0,0,1,14,836,836,428098,33.20412,15.56573,0.0,0.09594,0.0,0,18,3.96,234,234,100,46,46,100,188,188,100
2561,07,ปปส.ภาค 7,75,สมุทรสงคราม,152,9002,90,11520,33,13435,0,0,0,108,5176,15,94,36,308,0,15,120,173,840,443,242,201,0,244,89,155,153,151,2,727,372,239,116,0,0,870,926,434,442,200,212,171,201,60,66,3,3,0,0,0,0,2,2,234,234,5478,0.26972,0.01805,0.0,0.0,0.0,0,9,1.34,31,31,100,4,4,100,27,27,100
2561,02,ปปส.ภาค 2,20,ชลบุรี,390,39217,292,66411,122,85728,0,0,0,580,135223,107,403,91,915,17,52,286,560,5714,2601,2422,179,0,2672,814,1858,441,409,32,1821,1256,269,296,8,5,11830,12193,7131,7172,2195,2236,2143,2362,339,395,11,11,3,3,1,1,6,12,2497,2497,2252568,23.942349999999998,51.22435,0.01482,11.38404,0.0006,0,54,23.5,550,550,100,135,135,100,415,415,100
2561,02,ปปส.ภาค 2,21,ระยอง,239,23953,206,45989,68,39734,0,0,0,561,56945,162,895,103,518,4,12,138,364,2832,1071,628,443,0,1674,441,1233,87,0,87,2007,982,665,360,4,3,7297,7524,4264,4278,1525,1555,1216,1340,287,341,5,7,0,0,0,0,0,3,1508,1508,1592872,11.69858,6.67468,0.00074,2.21281,0.0,0,32,14.77,197,197,100,24,24,100,173,173,100
2561,02,ปปส.ภาค 2,22,จันทบุรี,182,21221,155,22166,60,21481,0,0,0,160,5741,62,199,76,770,3,15,38,714,1492,369,87,282,0,1063,401,662,60,0,60,884,539,314,31,5,0,2671,2761,1551,1555,545,559,500,561,55,65,15,15,0,0,0,0,4,5,570,570,179144,2.12352,6.36188,0.00082,0.0,0.0,0,7,1.14,102,102,100,18,18,100,84,84,100
2561,02,ปปส.ภาค 2,23,ตราด,138,13508,111,15013,45,11086,0,0,0,104,4304,36,121,38,267,0,6,56,205,805,407,228,179,0,398,190,208,0,0,0,568,481,87,0,1,1,1030,1082,621,625,201,208,139,168,59,67,5,6,0,0,0,0,3,6,203,203,6861,1.64604,0.39683999999999997,0.00215,0.0009599999999999999,0.0,0,7,1.03,32,32,100,5,5,100,27,27,100
2561,02,ปปส.ภาค 2,24,ฉะเชิงเทรา,305,20987,269,29849,115,35999,0,0,0,446,35711,59,276,93,908,4,4,89,811,2271,543,214,329,0,1577,650,927,151,151,0,1147,514,532,101,9,0,4261,4424,2199,2223,1082,1109,790,861,172,204,12,13,0,0,0,0,6,14,974,974,142142,2.23142,4.78376,0.0,0.14018,0.0,0,20,3.1,179,179,100,19,19,100,160,160,100
2561,02,ปปส.ภาค 2,25,ปราจีนบุรี,210,14547,212,19240,69,20767,0,0,0,318,39287,152,586,65,729,5,9,81,634,1667,345,184,161,0,1322,836,486,0,0,0,908,471,437,0,10,0,3487,3572,1982,1987,736,742,719,785,47,53,1,1,0,0,0,0,2,4,767,767,220275,1.78477,0.41635,0.0,0.00124,0.0,0,6,5.3,141,141,100,14,14,100,127,127,100
2561,02,ปปส.ภาค 2,27,สระแก้ว,453,25365,283,39431,104,42876,0,0,0,90,4169,62,136,59,764,28,42,174,520,2086,763,573,190,0,1320,739,581,3,0,3,2023,1147,873,3,33,0,2684,2810,1668,1694,486,500,413,472,105,126,6,7,1,2,0,0,4,8,525,525,145144,1.4336300000000002,1.6159000000000001,0.0,0.008060000000000001,3.6,0,6,1.65,110,110,100,9,9,100,101,101,100
2561,03,ปปส.ภาค 3,30,นครราชสีมา,2162,119615,1408,178493,590,195519,0,0,0,590,47000,163,590,289,3721,30,37,192,3462,7143,3703,2902,801,0,2377,735,1642,1063,852,211,6099,3370,806,1923,236,8,8610,8978,4599,4634,2105,2167,1571,1769,293,361,27,27,0,0,0,1,14,18,1891,1891,719540,530.36327,1048.12892,0.0,0.01234,0.0,0,23,5.41,279,279,100,30,30,100,249,249,100
2561,03,ปปส.ภาค 3,31,บุรีรัมย์,1380,90652,872,112458,372,116085,0,0,0,202,6272,1161,2528,348,2476,103,57,365,1951,4004,1694,842,852,0,1914,539,1375,396,350,46,3750,1883,1028,839,53,2,4213,4561,2746,2783,595,635,656,825,199,295,15,15,0,0,0,0,2,8,870,870,402408,1.05124,0.46631,0.0,0.0,0.0,0,35,9.12,173,173,100,14,14,100,159,159,100
2561,03,ปปส.ภาค 3,32,สุรินทร์,878,42980,672,71865,268,101646,0,0,0,152,5701,205,574,159,2149,71,24,155,1899,3251,993,219,774,0,1891,254,1637,367,367,0,2480,1380,724,376,311,88,4398,4706,3170,3196,326,342,554,705,308,417,30,30,1,1,0,0,7,13,893,893,282403,1.35075,2.28166,0.0,0.0,0.0,0,29,4.0,81,81,100,9,9,100,72,72,100
2561,03,ปปส.ภาค 3,33,ศรีสะเกษ,1379,69028,882,95964,353,128385,0,0,0,109,2631,115,424,206,2686,147,121,246,2172,3852,1406,827,579,0,2080,260,1820,366,366,0,2697,1170,1057,470,104,25,5321,5488,3288,3297,990,1025,815,913,206,231,21,21,0,0,0,0,1,1,1042,1042,558722,0.42693000000000003,0.4703,0.0,0.0,0.0,0,23,7.7,233,233,100,22,22,100,211,211,100
2561,03,ปปส.ภาค 3,34,อุบลราชธานี,1757,89742,1105,111032,381,137917,0,0,0,205,6471,169,481,265,2697,199,219,432,1847,7100,1691,770,921,0,4526,160,4366,883,323,560,5778,2760,1700,1318,371,21,9498,9931,6344,6421,1315,1376,1169,1392,628,695,33,34,3,6,0,0,1,2,1833,1833,2046430,2.8922800000000004,1.15648,0.0,0.00045,0.0,0,32,9.47,224,224,100,15,15,100,209,209,100
2561,03,ปปส.ภาค 3,35,ยโสธร,618,28524,390,28482,133,34753,0,0,0,100,3460,38,197,79,908,81,110,124,593,2317,638,381,257,0,1413,555,858,266,266,0,2110,881,700,529,38,25,2876,3021,1862,1890,356,370,430,505,203,229,23,23,0,0,0,0,2,4,656,656,115160,0.08254,1.29967,0.0,0.0,0.0,0,23,3.79,80,80,100,1,1,100,79,79,100
2561,03,ปปส.ภาค 3,36,ชัยภูมิ,730,35509,693,59323,221,71259,0,0,0,130,2666,86,298,197,1529,80,45,230,1174,3395,1132,548,584,0,1914,422,1492,349,349,0,1783,1128,289,366,58,5,5530,5814,3225,3289,1160,1193,903,1034,192,225,24,25,0,0,1,1,20,42,1120,1120,613996,8.52374,419.31811,0.0,0.0,0.0,0,45,8.38,189,189,100,17,17,100,172,172,100
