budgetYear,REG_ONCB,REG_NAME,PROV_ID,PROV_NAME,youth_place,youth_per,Primary_place,Primary_per,heigher_edu_place,heigher_edu_per,action_outSchooll,protectLand,out_schoolAll,company10up_place,company10up_per,companyLess10_place,companyLess10_per,VolunteerLabor,mcAll,mc_D,mc_C,mc_B,mc_A,treatAll,treatT1All,treatT11,treatT12,treatTbtx,treatT2All,treatT2control,treatT2Nocontrol,treatT3All,treatT3doc,treatT3djop,followAll,followType1,followType2,followType3,wanteHelp,getHelp,arrestAll_case,arrestAll_per,arrestTreat_case,arrestTreat_per,arrestOccupy_case,arrestOccupy_per,arrestOccupy4sale_case,arrestOccupy4sale_per,arrestSale_case,arrestSale_per,arrestProduct_case,arrestProduct_per,arrestImport_case,arrestImport_per,arrestExport_case,arrestExport_per,arrestJoincase_cas,arrestJoincase_per,arrest5Main_case,arrest5Main_per,yaba,ice,cannabisDry,heroine,ketamine,cocaine,kratom,assetPer,assetValue,complainAll,complainAll_action,percentActionAll,complain_area,complain_area_action,percentActionArea,complain_per,complain_per_action,percentActionPerson
2558,05,ปปส.ภาค 5,58,แม่ฮ่องสอน,0,0,0,20193,69,0,0,0,0,5,0,0,0,0,352,33,11,20,288,739,490,0,0,0,161,0,0,88,0,0,445,0,0,0,60,4,480,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,63,34695,0.0,1.92,2.23,0,0,0,4,0.66,30,28,93.33,5,4,80.0,25,24,96.0
2558,05,ปปส.ภาค 5,50,เชียงใหม่,0,0,0,74919,227,0,0,0,0,75,0,0,0,0,2178,289,167,438,1284,7188,3538,0,0,0,2825,0,0,825,0,0,8588,0,0,0,398,78,6339,6665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1433,1692,4489642,56.85,2.69,4.88,0,0,0,93,64.12,238,232,97.48,47,43,91.49,191,189,98.95
2558,05,ปปส.ภาค 5,57,เชียงราย,0,0,0,68111,212,0,0,0,0,20,0,0,0,0,1812,268,144,427,973,6288,3129,0,0,0,2867,0,0,292,0,0,5194,0,0,0,576,116,4805,5007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802,987,12753759,116.57,2.39,101.74,0,0,0,78,42.15,159,97,61.01,28,16,57.14,131,81,61.83
2558,05,ปปส.ภาค 5,55,น่าน,0,0,0,28843,127,0,0,0,0,93,0,0,0,0,744,35,24,55,630,1114,388,0,0,0,635,0,0,91,0,0,1330,0,0,0,78,1,1993,2117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,412,30587,0.0,0.13,0.0,0,0,0,26,4.61,94,85,90.43,10,10,100.0,84,75,89.29
2558,05,ปปส.ภาค 5,51,ลำพูน,0,0,0,17691,72,0,0,0,0,38,0,0,0,0,592,60,69,117,346,1036,581,0,0,0,339,0,0,116,0,0,1684,0,0,0,342,43,1233,1313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,490,264982,3.14,0.22,0.0,0,0,0,53,14.08,91,74,81.32,19,11,57.89,72,63,87.5
2558,05,ปปส.ภาค 5,52,ลำปาง,0,0,0,35540,131,0,0,0,0,130,0,0,0,0,1035,154,140,229,512,2714,1078,0,0,0,854,0,0,782,0,0,3982,0,0,0,544,18,1997,2187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596,745,1928603,1.01,0.23,0.52,0,0,0,46,9.04,139,117,84.17,24,20,83.33,115,97,84.35
2558,05,ปปส.ภาค 5,56,พะเยา,0,0,0,23398,88,0,0,0,0,23,0,0,0,0,793,31,83,217,462,1851,961,0,0,0,790,0,0,100,0,0,2445,0,0,0,65,2,1265,1328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,274,3471293,0.0,0.74,0.0,0,0,0,30,20.29,43,41,95.35,2,0,0.0,41,41,100.0
2558,06,ปปส.ภาค 6,64,สุโขทัย,0,0,0,31386,103,0,0,0,0,7,0,0,0,0,864,174,82,124,484,1417,1060,0,0,0,235,0,0,122,0,0,2178,0,0,0,102,7,1115,1217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,421,2060306,0.01,1.04,0.0,0,0,0,19,3.68,81,81,100.0,17,17,100.0,64,64,100.0
2558,06,ปปส.ภาค 6,53,อุตรดิตถ์,0,0,0,28150,93,0,0,0,0,155,0,0,0,0,608,89,137,142,231,1925,1290,0,0,0,569,0,0,66,0,0,2599,0,0,0,151,30,1196,1290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,426,361849,0.02,3.53,0.0,0,0,0,18,6.33,89,89,100.0,12,12,100.0,77,77,100.0
2558,06,ปปส.ภาค 6,62,กำแพงเพชร,0,0,0,52362,141,0,0,0,0,94,0,0,0,0,983,62,300,187,434,2080,1001,0,0,0,791,0,0,288,0,0,3432,0,0,0,164,10,2240,2360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724,832,770826,0.04,1.02,0.0,0,0,0,27,7.64,69,69,100.0,9,9,100.0,60,60,100.0
