budgetYear,REG_ONCB,REG_NAME,PROV_ID,PROV_NAME,youth_place,youth_per,Primary_place,Primary_per,heigher_edu_place,heigher_edu_per,action_outSchooll,protectLand,out_schoolAll,company10up_place,company10up_per,companyLess10_place,companyLess10_per,VolunteerLabor,mcAll,mc_D,mc_C,mc_B,mc_A,treatAll,treatT1All,treatT11,treatT12,treatTbtx,treatT2All,treatT2control,treatT2Nocontrol,treatT3All,treatT3doc,treatT3djop,followAll,followType1,followType2,followType3,wanteHelp,getHelp,arrestAll_case,arrestAll_per,arrestTreat_case,arrestTreat_per,arrestOccupy_case,arrestOccupy_per,arrestOccupy4sale_case,arrestOccupy4sale_per,arrestSale_case,arrestSale_per,arrestProduct_case,arrestProduct_per,arrestImport_case,arrestImport_per,arrestExport_case,arrestExport_per,arrestJoincase_cas,arrestJoincase_per,arrest5Main_case,arrest5Main_per,yaba,ice,cannabisDry,heroine,ketamine,cocaine,kratom,assetPer,assetValue,complainAll,complainAll_action,percentActionAll,complain_area,complain_area_action,percentActionArea,complain_per,complain_per_action,percentActionPerson
2557,03,ปปส.ภาค 3,34,อุบลราชธานี,0,0,0,60105,387,0,0,0,0,112,0,0,0,316.0,2584,170,175,356,1883,6301,1734,0,0,0,4304,0,0,263,0,0,0,0,0,0,0,0,7793,8107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640,1897,490388,4.9,42.99,0.0,0,0,0,70,15.27,204,203,99.51,31,31,100.0,173,172,99.42
2557,03,ปปส.ภาค 3,35,ยโสธร,0,0,0,18458,140,0,0,0,0,184,0,0,0,270.0,908,77,165,203,463,3342,1251,0,0,0,1638,0,0,453,0,0,0,0,0,0,0,0,2337,2414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,401,131451,0.19,0.46,0.0,0,0,0,12,2.96,66,66,100.0,16,16,100.0,50,50,100.0
2557,03,ปปส.ภาค 3,36,ชัยภูมิ,0,0,0,19190,210,0,0,0,0,158,0,0,0,122.0,1642,123,108,397,1014,3905,2851,0,0,0,763,0,0,291,0,0,0,0,0,0,0,0,2244,2372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,678,787,147145,0.05,14.29,0.0,0,0,0,42,10.83,107,107,100.0,17,17,100.0,90,90,100.0
2557,03,ปปส.ภาค 3,37,อำนาจเจริญ,0,0,0,13133,85,0,0,0,0,421,0,0,0,44.0,637,137,106,111,283,2912,1170,0,0,0,1525,0,0,217,0,0,0,0,0,0,0,0,2748,2832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,566,53517,0.21,1.23,0.0,0,0,0,34,4.39,37,37,100.0,5,5,100.0,32,32,100.0
2557,04,ปปส.ภาค 4,39,หนองบัวลำภู,0,0,0,14905,104,0,0,0,0,87,0,0,0,40.0,720,126,43,55,496,1433,402,0,0,0,980,0,0,51,0,0,0,0,0,0,0,0,1501,1552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,271,39230,0.01,2.64,0.0,0,0,0,13,3.2,23,23,100.0,2,2,100.0,21,21,100.0
2557,04,ปปส.ภาค 4,40,ขอนแก่น,0,0,0,56847,342,0,0,0,0,81,0,0,0,367.0,2479,257,129,398,1695,7417,3675,0,0,0,3299,0,0,443,0,0,0,0,0,0,0,0,7408,7630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1247,1431,513552,0.87,235.26,0.0,0,0,0,62,10.87,166,166,100.0,32,32,100.0,134,134,100.0
2557,04,ปปส.ภาค 4,41,อุดรธานี,0,0,0,45602,249,0,0,0,0,138,0,0,0,15.0,1922,183,117,476,1146,6492,1795,0,0,0,4213,0,0,484,0,0,0,0,0,0,0,0,5416,5595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,837,961,164254,0.21,44.83,0.0,0,0,0,49,12.24,161,133,82.61,36,31,86.11,125,102,81.6
2557,04,ปปส.ภาค 4,42,เลย,0,0,0,14784,100,0,0,0,0,156,0,0,0,601.0,392,34,62,127,169,3635,653,0,0,0,2781,0,0,201,0,0,0,0,0,0,0,0,3733,3898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491,578,1434241,0.12,2.82,124.0,0,0,0,25,5.96,74,74,100.0,13,13,100.0,61,61,100.0
2557,04,ปปส.ภาค 4,43,หนองคาย,0,0,0,17431,96,0,0,0,0,69,0,0,0,28.0,739,45,65,292,337,2816,1133,0,0,0,1683,0,0,0,0,0,0,0,0,0,0,0,2654,2753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428,520,724037,2.36,1754.6,0.0,0,0,0,25,4.35,47,34,72.34,10,5,50.0,37,29,78.38
2557,04,ปปส.ภาค 4,44,มหาสารคาม,0,0,0,28440,190,0,0,0,0,381,0,0,0,408.0,1847,56,65,232,1494,3817,1757,0,0,0,1950,0,0,110,0,0,0,0,0,0,0,0,2709,2773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624,684,105985,0.09,1.15,0.0,0,0,0,15,2.85,66,59,89.39,17,10,58.82,49,49,100.0
2557,04,ปปส.ภาค 4,45,ร้อยเอ็ด,0,0,0,36288,284,0,0,0,0,148,0,0,0,426.0,2042,146,192,387,1317,7409,3113,0,0,0,4124,0,0,172,0,0,0,0,0,0,0,0,5972,6089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554,645,265970,0.2,1.88,0.0,0,0,0,46,8.53,122,122,100.0,23,23,100.0,99,99,100.0
2557,04,ปปส.ภาค 4,46,กาฬสินธุ์,0,0,0,30815,227,0,0,0,0,106,0,0,0,437.0,1564,120,90,205,1149,4613,2569,0,0,0,1840,0,0,204,0,0,0,0,0,0,0,0,4119,4341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1073,1256,331247,0.34,268.16,0.0,0,0,0,39,7.67,173,170,98.27,30,27,90.0,143,143,100.0
2557,04,ปปส.ภาค 4,47,สกลนคร,0,0,0,41647,249,0,0,0,0,66,0,0,0,18.0,1558,222,63,156,1117,4668,3261,0,0,0,1129,0,0,278,0,0,0,0,0,0,0,0,4027,4191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585,717,147271,0.02,9.6,0.0,0,0,0,32,6.57,76,76,100.0,11,11,100.0,65,65,100.0
2557,04,ปปส.ภาค 4,48,นครพนม,0,0,0,26682,146,0,0,0,0,22,0,0,0,11.0,1066,240,109,224,493,4919,1840,0,0,0,2924,0,0,155,0,0,0,0,0,0,0,0,4511,4637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,503,690820,0.2,5483.45,0.0,0,0,0,26,9.49,88,76,86.36,25,15,60.0,63,61,96.83
2557,04,ปปส.ภาค 4,49,มุกดาหาร,0,0,0,12908,88,0,0,0,0,86,0,0,0,0.0,560,12,60,150,338,3174,1508,0,0,0,1586,0,0,80,0,0,0,0,0,0,0,0,2451,2574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,415,810625,6.31,49.82,0.0,0,0,0,10,1.54,46,46,100.0,6,6,100.0,40,40,100.0
